Person Number,Sex,Race,Age,Undergraduate School Name,Undergraduate GPA,Undergraduate Major,Graduate School Name,Graduate GPA,Graduate Major,Activity1,Activity2,Activity3,Activity4,Activity5,Activity6,Activity7,Skill1,Skill2,Skill3,Skill4,Skill5,Is Employed
112,Female,Other,36,University of California Berkeley,3.7,Mathematics,Swiss Federal Institute of Technology in Zurich,3.6,Electrical Engineering,Varsity Volleyball,Varsity Field Hockey,Economics Club,Habitat for Humanity,Aviation Club,Tau Beta Pi,Robotics Club,Experimental Design,Prototyping,Communication,Microsoft Excel,Simulink,1,
113,Female,Other,38,Swiss Federal Institute of Technology in Zurich,3.4,Aerospace Engineering,,,,Varsity Volleyball,Society of Women Engineers,Engineers without Borders,Aviation Club,Robotics Club,Ultimate Frisbee,,Python,Matlab,Prototyping,Robotics,,1,
114,Female,Asian,34,Massachusetts Institute of Technology,3.5,Mechanical Engineering,University of Cambridge,3.5,Electrical Engineering,Sorority,Varsity Women's Track & Field,Economics Club,Ultimate Frisbee,IEEE,Rocket Club,ASME,Simulink,CAD,Microsoft Word,Coding,Prototyping,1,
115,Female,Hispanic,38,University of California San Francisco,3.3,Physics,,,,Varsity Field Hockey,Society of Women Engineers,Student Government,Hacking Club,Tau Beta Pi,Robotics Club,,Matlab,Experimental Design,ROS,CAD,,1,
116,Female,White,32,University of Wisconsin–Madison,3.5,Physics,,,,Varsity Volleyball,Sorority,Aviation Club,Economics Club,Electric Vehicles Club,Hacking Club,,Communication,Microsoft Excel,C++,Simulink,,1,
117,Female,Unspecified,22,University of California Los Angeles,3.5,Computer Engineering,California Institute of Technology,3.5,Mechanical Engineering,Varsity Volleyball,Varsity Women's Track & Field,Robotics Club,Hacking Club,Rocket Club,Aviation Club,Habitat for Humanity,Presenting,Simulink,Coding,Communication,ROS,1,
118,Female,Other,31,Swiss Federal Institute of Technology in Zurich,3.2,Aerospace Engineering,,,,Varsity Women's Soccer,Varsity Women's Track & Field,Rocket Club,Tau Beta Pi,Student Government,Ultimate Frisbee,,Python,Microsoft Excel,C++,Experimental Design,,1,
119,Female,White,33,Kyoto University,3.3,Computer Engineering,,,,Sorority,Varsity Field Hockey,Hacking Club,IEEE,Tau Beta Pi,Habitat for Humanity,,Communication,Simulation,Simulink,Robotics,,1,
120,Female,Black,31,Weizmann Institute of Science,3.5,Mechanical Engineering,,,,Varsity Women's Soccer,Varsity Volleyball,Engineers without Borders,Student Government,IEEE,Ultimate Frisbee,,Math,Simulink,Robotics,ROS,,1,
121,Female,Asian,35,Johns Hopkins University,3.4,Mathematics,,,,Society of Women Engineers,Varsity Volleyball,Student Government,ASME,Tau Beta Pi,Robotics Club,,ROS,Microsoft Excel,C++,Math,,1,
122,Female,Black,25,Harvard University,3.6,Aerospace Engineering,Weizmann Institute of Science,3.6,Physics,Varsity Field Hockey,Varsity Volleyball,Rocket Club,AIAA,Robotics Club,Economics Club,Habitat for Humanity,Presenting,CAD,C++,Communication,Experimental Design,1,
123,Female,Other,32,Duke University,3.3,Electrical Engineering,,,,Society of Women Engineers,Varsity Field Hockey,Hacking Club,ASME,Economics Club,Aviation Club,,Coding,Matlab,Communication,Simulation,,1,
124,Female,Black,22,Kyoto University,3.5,Physics,University of Oxford,3.7,Electrical Engineering,Society of Women Engineers,Varsity Field Hockey,Robotics Club,Hacking Club,IEEE,ASME,Tau Beta Pi,Robotics,ROS,Python,CAD,Experimental Design,1,
125,Female,Unspecified,37,Kyoto University,3.4,Aerospace Engineering,,,,Society of Women Engineers,Varsity Women's Track & Field,Economics Club,ASME,Hacking Club,Engineers without Borders,,Math,LaTeX,Presenting,ROS,,1,
126,Female,Other,38,University of Oxford,3.7,Computer Engineering,Johns Hopkins University,3.6,Aerospace Engineering,Society of Women Engineers,Varsity Volleyball,Engineers without Borders,Rocket Club,AIAA,IEEE,Robotics Club,Communication,Coding,ROS,Microsoft Excel,Matlab,1,
127,Female,Black,39,Cornell University,3.5,Aerospace Engineering,,,,Varsity Field Hockey,Society of Women Engineers,ASME,Aviation Club,AIAA,Economics Club,,Communication,Simulink,Microsoft Excel,CAD,,1,
128,Female,White,31,Rockefeller University,3.4,Physics,,,,Varsity Women's Track & Field,Society of Women Engineers,ASME,Tau Beta Pi,Student Government,Electric Vehicles Club,,Presenting,Python,Prototyping,ROS,,1,
129,Female,Other,28,University of California San Diego,3.5,Computer Engineering,,,,Varsity Women's Soccer,Sorority,Student Government,Engineers without Borders,IEEE,Ultimate Frisbee,,Simulink,Simulation,Presenting,CAD,,1,
130,Female,White,25,Massachusetts Institute of Technology,3.5,Aerospace Engineering,University of Tokyo,3.6,Electrical Engineering,Varsity Field Hockey,Varsity Women's Soccer,Student Government,Hacking Club,Robotics Club,IEEE,AIAA,Robotics,Experimental Design,Python,Microsoft Word,CAD,1,
131,Female,Hispanic,30,Stanford University,3.7,Computer Engineering,Cornell University,3.5,Computer Engineering,Varsity Volleyball,Varsity Field Hockey,Habitat for Humanity,ASME,Engineers without Borders,Hacking Club,Rocket Club,Matlab,Experimental Design,Microsoft Excel,C++,Communication,1,
132,Female,White,31,University of California Berkeley,3.2,Mathematics,,,,Sorority,Varsity Field Hockey,Rocket Club,Aviation Club,Tau Beta Pi,Engineers without Borders,,Microsoft Word,Simulation,Communication,CAD,,1,
133,Female,Other,37,Johns Hopkins University,3.7,Electrical Engineering,University of Pennsylvania,3.5,Mathematics,Society of Women Engineers,Varsity Volleyball,Habitat for Humanity,AIAA,Economics Club,ASME,Electric Vehicles Club,Coding,Prototyping,Math,Matlab,C++,1,
134,Female,White,26,Weizmann Institute of Science,3.7,Aerospace Engineering,University of California Berkeley,3.7,Aerospace Engineering,Varsity Women's Soccer,Varsity Women's Track & Field,Aviation Club,Student Government,Hacking Club,Robotics Club,Engineers without Borders,CAD,Simulation,Simulink,Math,Matlab,1,
135,Female,Asian,34,Hebrew University of Jerusalem,3.3,Aerospace Engineering,,,,Varsity Field Hockey,Varsity Women's Soccer,Ultimate Frisbee,Economics Club,AIAA,Student Government,,Microsoft Word,CAD,Communication,Simulink,,1,
136,Female,Asian,28,University of California Berkeley,3.6,Computer Engineering,Swiss Federal Institute of Technology in Zurich,3.6,Physics,Varsity Field Hockey,Varsity Volleyball,ASME,Rocket Club,Economics Club,Electric Vehicles Club,Tau Beta Pi,Microsoft Excel,Microsoft Word,Robotics,LaTeX,Python,1,
137,Female,Asian,31,New York University,3.3,Physics,,,,Varsity Women's Soccer,Sorority,Hacking Club,Rocket Club,Student Government,ASME,,C++,Microsoft Word,Microsoft Excel,ROS,,1,
138,Female,White,22,Princeton University,3.6,Aerospace Engineering,University of Chicago,3.6,Mathematics,Varsity Volleyball,Sorority,Rocket Club,Hacking Club,Ultimate Frisbee,Robotics Club,Student Government,Simulation,Microsoft Excel,Presenting,C++,ROS,1,
139,Female,Unspecified,24,Weizmann Institute of Science,3.7,Electrical Engineering,University of Pennsylvania,3.7,Physics,Varsity Women's Soccer,Sorority,ASME,Ultimate Frisbee,Rocket Club,Robotics Club,Habitat for Humanity,CAD,Microsoft Excel,Simulink,Coding,Experimental Design,1,
140,Female,Hispanic,28,New York University,3.5,Aerospace Engineering,,,,Varsity Volleyball,Varsity Women's Track & Field,Tau Beta Pi,Student Government,Habitat for Humanity,ASME,,C++,LaTeX,Microsoft Excel,Matlab,,1,
141,Female,Hispanic,35,California Institute of Technology,3.6,Computer Engineering,University of Tokyo,3.7,Mathematics,Varsity Women's Track & Field,Varsity Volleyball,Hacking Club,Tau Beta Pi,Habitat for Humanity,ASME,AIAA,ROS,Microsoft Excel,Robotics,Prototyping,Math,1,
142,Female,Asian,27,University of Tokyo,3.5,Mechanical Engineering,University of California Berkeley,3.6,Physics,Society of Women Engineers,Varsity Women's Soccer,AIAA,Aviation Club,Economics Club,Ultimate Frisbee,ASME,Prototyping,Experimental Design,Simulation,Communication,Presenting,1,
143,Female,Hispanic,31,Yale University,3.5,Mechanical Engineering,University of Tokyo,3.5,Computer Engineering,Varsity Volleyball,Varsity Field Hockey,Economics Club,Aviation Club,Habitat for Humanity,Engineers without Borders,Ultimate Frisbee,Microsoft Word,Math,Coding,Robotics,Prototyping,1,
144,Female,White,32,University of Chicago,3.5,Aerospace Engineering,,,,Sorority,Society of Women Engineers,Habitat for Humanity,IEEE,Engineers without Borders,Electric Vehicles Club,,Matlab,Microsoft Excel,Prototyping,ROS,,1,
145,Female,Black,37,University of Chicago,3.7,Aerospace Engineering,Harvard University,3.7,Computer Engineering,Society of Women Engineers,Varsity Women's Track & Field,Engineers without Borders,Economics Club,ASME,Habitat for Humanity,Electric Vehicles Club,Experimental Design,Coding,LaTeX,Microsoft Word,Presenting,1,
146,Female,Asian,26,Columbia University,3.7,Electrical Engineering,University of Chicago,3.5,Electrical Engineering,Society of Women Engineers,Sorority,Tau Beta Pi,Economics Club,IEEE,ASME,Ultimate Frisbee,Microsoft Excel,Microsoft Word,Experimental Design,LaTeX,Simulink,1,
147,Female,White,37,University of California Berkeley,3.5,Computer Engineering,Cornell University,3.5,Physics,Society of Women Engineers,Sorority,Habitat for Humanity,Engineers without Borders,Ultimate Frisbee,ASME,Economics Club,Experimental Design,CAD,ROS,Math,Robotics,1,
148,Female,Unspecified,27,University of California Berkeley,3.6,Computer Engineering,University of Pennsylvania,3.6,Mathematics,Society of Women Engineers,Varsity Volleyball,Hacking Club,Rocket Club,IEEE,Ultimate Frisbee,Student Government,Math,ROS,Matlab,Simulink,Microsoft Word,1,
149,Female,Other,34,Cornell University,3.5,Electrical Engineering,Weizmann Institute of Science,3.6,Mathematics,Varsity Women's Track & Field,Varsity Women's Soccer,Habitat for Humanity,Hacking Club,Engineers without Borders,ASME,Aviation Club,Simulation,LaTeX,Microsoft Excel,CAD,Presenting,1,
150,Female,Hispanic,26,Cornell University,3.5,Mechanical Engineering,Weizmann Institute of Science,3.5,Physics,Varsity Women's Track & Field,Society of Women Engineers,Rocket Club,AIAA,ASME,Tau Beta Pi,Electric Vehicles Club,C++,Presenting,CAD,Simulink,Prototyping,1,
151,Female,White,32,Swiss Federal Institute of Technology in Zurich,3.6,Electrical Engineering,Yale University,3.7,Mechanical Engineering,Varsity Women's Soccer,Varsity Field Hockey,Ultimate Frisbee,AIAA,Aviation Club,ASME,Engineers without Borders,C++,Microsoft Excel,Microsoft Word,Math,Simulation,1,
152,Female,White,29,University of California San Francisco,3.4,Mathematics,,,,Sorority,Society of Women Engineers,Hacking Club,Aviation Club,Habitat for Humanity,Rocket Club,,Presenting,Prototyping,CAD,Microsoft Word,,1,
153,Female,Black,32,University of Texas Southwestern Medical Center,3.5,Physics,,,,Society of Women Engineers,Varsity Field Hockey,Robotics Club,Engineers without Borders,Economics Club,ASME,,Simulation,Prototyping,Python,Experimental Design,,1,
154,Female,Hispanic,27,University of California San Diego,3.5,Mechanical Engineering,,,,Varsity Field Hockey,Varsity Volleyball,Hacking Club,IEEE,Rocket Club,Tau Beta Pi,,Communication,LaTeX,Microsoft Excel,Microsoft Word,,1,
155,Female,Hispanic,35,University of California San Francisco,3.5,Electrical Engineering,,,,Varsity Volleyball,Varsity Women's Track & Field,ASME,Hacking Club,Ultimate Frisbee,IEEE,,ROS,Matlab,Math,Simulation,,1,
156,Female,Asian,35,Columbia University,3.7,Electrical Engineering,University of Tokyo,3.6,Computer Engineering,Society of Women Engineers,Sorority,Electric Vehicles Club,Aviation Club,Rocket Club,IEEE,Engineers without Borders,Simulink,Python,Coding,ROS,Matlab,1,
157,Female,Unspecified,34,University of California Los Angeles,3.4,Mathematics,,,,Varsity Volleyball,Varsity Women's Track & Field,Hacking Club,ASME,Robotics Club,Habitat for Humanity,,Coding,Simulation,C++,Experimental Design,,1,
158,Female,Unspecified,34,Rockefeller University,3.4,Aerospace Engineering,,,,Varsity Women's Track & Field,Varsity Field Hockey,Ultimate Frisbee,Hacking Club,IEEE,Robotics Club,,Presenting,Simulink,CAD,Robotics,,1,
159,Female,Hispanic,22,California Institute of Technology,3.7,Mechanical Engineering,Swiss Federal Institute of Technology in Zurich,3.7,Mathematics,Varsity Women's Soccer,Varsity Women's Track & Field,IEEE,Student Government,Ultimate Frisbee,Engineers without Borders,Tau Beta Pi,Coding,Python,Robotics,CAD,Communication,1,
160,Female,Black,38,Kyoto University,3.5,Mathematics,University of Oxford,3.6,Mathematics,Sorority,Varsity Women's Soccer,Student Government,Rocket Club,Engineers without Borders,Economics Club,IEEE,Presenting,LaTeX,Simulation,Coding,Robotics,1,
161,Female,Asian,29,University of Pennsylvania,3.3,Electrical Engineering,,,,Varsity Volleyball,Sorority,Ultimate Frisbee,Engineers without Borders,AIAA,Student Government,,Matlab,Prototyping,Coding,Python,,1,
162,Female,Unspecified,27,Kyoto University,3.3,Electrical Engineering,,,,Society of Women Engineers,Varsity Women's Track & Field,ASME,IEEE,Economics Club,Engineers without Borders,,Presenting,Microsoft Excel,C++,Simulink,,1,
163,Female,Hispanic,31,University of California Los Angeles,3.3,Computer Engineering,,,,Varsity Volleyball,Society of Women Engineers,Aviation Club,Tau Beta Pi,Hacking Club,AIAA,,Matlab,Python,Prototyping,Simulation,,1,
164,Female,Black,27,University of Pennsylvania,3.5,Electrical Engineering,Harvard University,3.6,Electrical Engineering,Varsity Women's Soccer,Sorority,Rocket Club,Student Government,Hacking Club,Electric Vehicles Club,Ultimate Frisbee,Simulink,Experimental Design,Math,Python,Simulation,1,
165,Female,White,30,California Institute of Technology,3.7,Physics,University of Chicago,3.7,Computer Engineering,Varsity Volleyball,Varsity Women's Track & Field,Robotics Club,Student Government,Ultimate Frisbee,Economics Club,ASME,Communication,CAD,Matlab,Math,Microsoft Excel,1,
166,Female,Hispanic,28,Weizmann Institute of Science,3.6,Electrical Engineering,Princeton University,3.6,Electrical Engineering,Varsity Women's Soccer,Varsity Field Hockey,Robotics Club,Habitat for Humanity,IEEE,AIAA,Economics Club,Simulink,LaTeX,Robotics,Experimental Design,CAD,1,
167,Female,Asian,39,University of California San Francisco,3.4,Mathematics,,,,Sorority,Varsity Women's Soccer,Engineers without Borders,AIAA,Ultimate Frisbee,Robotics Club,,Matlab,Prototyping,Experimental Design,ROS,,1,
168,Female,White,33,University of Pennsylvania,3.5,Mechanical Engineering,Johns Hopkins University,3.5,Mechanical Engineering,Varsity Women's Track & Field,Society of Women Engineers,Rocket Club,Economics Club,Engineers without Borders,IEEE,Tau Beta Pi,CAD,Microsoft Excel,Simulation,Robotics,ROS,1,
169,Female,Unspecified,32,University of California Los Angeles,3.6,Aerospace Engineering,University of Chicago,3.6,Mechanical Engineering,Sorority,Varsity Women's Soccer,AIAA,Rocket Club,Ultimate Frisbee,Tau Beta Pi,Hacking Club,Communication,Python,Microsoft Excel,Robotics,Experimental Design,1,
170,Female,Other,24,Massachusetts Institute of Technology,3.5,Electrical Engineering,University of Oxford,3.7,Aerospace Engineering,Society of Women Engineers,Sorority,Aviation Club,Habitat for Humanity,AIAA,Economics Club,Tau Beta Pi,Prototyping,Coding,Experimental Design,Communication,Math,1,
171,Female,Asian,25,University of Tokyo,3.4,Electrical Engineering,,,,Varsity Women's Track & Field,Varsity Volleyball,AIAA,Ultimate Frisbee,Aviation Club,Tau Beta Pi,,Python,Microsoft Excel,Simulink,C++,,1,
172,Female,Unspecified,34,New York University,3.2,Electrical Engineering,,,,Varsity Women's Soccer,Sorority,Student Government,Engineers without Borders,Aviation Club,IEEE,,Simulink,Experimental Design,CAD,C++,,1,
173,Female,White,36,New York University,3.2,Electrical Engineering,,,,Varsity Women's Track & Field,Varsity Women's Soccer,Aviation Club,Rocket Club,AIAA,Hacking Club,,Matlab,Robotics,Microsoft Word,Python,,1,
174,Female,Other,30,University of Oxford,3.6,Aerospace Engineering,Princeton University,3.5,Physics,Sorority,Society of Women Engineers,Ultimate Frisbee,Electric Vehicles Club,Tau Beta Pi,AIAA,Student Government,Communication,C++,LaTeX,Presenting,Robotics,1,
175,Female,Unspecified,27,Imperial College London,3.5,Computer Engineering,,,,Varsity Field Hockey,Varsity Women's Track & Field,AIAA,Student Government,IEEE,Electric Vehicles Club,,Robotics,Prototyping,LaTeX,Presenting,,1,
176,Female,Black,39,Columbia University,3.5,Aerospace Engineering,Weizmann Institute of Science,3.5,Electrical Engineering,Varsity Field Hockey,Society of Women Engineers,Robotics Club,Engineers without Borders,Habitat for Humanity,Rocket Club,Economics Club,Matlab,Simulation,Presenting,Simulink,Communication,1,
177,Female,Asian,24,Weizmann Institute of Science,3.6,Electrical Engineering,University of California Berkeley,3.5,Mechanical Engineering,Varsity Field Hockey,Varsity Women's Track & Field,Economics Club,Ultimate Frisbee,AIAA,Engineers without Borders,Hacking Club,LaTeX,Robotics,ROS,Communication,Experimental Design,1,
178,Female,Asian,30,University of Wisconsin–Madison,3.4,Physics,,,,Varsity Volleyball,Varsity Women's Soccer,Robotics Club,Electric Vehicles Club,Aviation Club,Rocket Club,,Experimental Design,C++,Microsoft Excel,Microsoft Word,,1,
179,Female,Black,29,University of Illinois at Urbana–Champaign,3.4,Electrical Engineering,,,,Varsity Field Hockey,Sorority,Hacking Club,Student Government,Habitat for Humanity,Ultimate Frisbee,,Microsoft Excel,Math,Communication,Presenting,,1,
