Person Number,Sex,Race,Age,Undergraduate School Name,Undergraduate GPA,Undergraduate Major,Graduate School Name,Graduate GPA,Graduate Major,Activity1,Activity2,Activity3,Activity4,Activity5,Activity6,Activity7,Skill1,Skill2,Skill3,Skill4,Skill5,Is Employed
111,Female,White,26,University of California San Francisco,3.4,Physics,,,,Society of Women Engineers,Sorority,Student Government,Tau Beta Pi,Ultimate Frisbee,AIAA,,Python,Matlab,C++,Math,,1,
112,Female,Hispanic,22,Cornell University,3.2,Mathematics,,,,Varsity Field Hockey,Varsity Volleyball,Aviation Club,Tau Beta Pi,Robotics Club,Ultimate Frisbee,,Math,Simulink,ROS,Microsoft Word,,1,
113,Female,Hispanic,28,Johns Hopkins University,3.7,Physics,University of Tokyo,3.6,Electrical Engineering,Varsity Women's Track & Field,Varsity Women's Soccer,IEEE,ASME,Rocket Club,Hacking Club,Student Government,Prototyping,Coding,Communication,CAD,Microsoft Word,1,
114,Female,White,36,University of California Los Angeles,3.5,Physics,Columbia University,3.5,Computer Engineering,Society of Women Engineers,Varsity Women's Soccer,Economics Club,Engineers without Borders,Habitat for Humanity,Aviation Club,AIAA,Presenting,ROS,Communication,C++,Robotics,1,
115,Female,Asian,34,Johns Hopkins University,3.3,Electrical Engineering,,,,Sorority,Varsity Volleyball,Robotics Club,Ultimate Frisbee,Aviation Club,Tau Beta Pi,,Simulink,ROS,CAD,Experimental Design,,1,
116,Female,White,28,University of California San Francisco,3.2,Mathematics,,,,Varsity Volleyball,Varsity Women's Track & Field,Electric Vehicles Club,AIAA,Robotics Club,Economics Club,,Prototyping,Microsoft Word,Robotics,ROS,,1,
117,Female,Asian,27,University of Tokyo,3.6,Electrical Engineering,University of Tokyo,3.7,Physics,Varsity Women's Track & Field,Sorority,Engineers without Borders,Hacking Club,Economics Club,Rocket Club,Habitat for Humanity,CAD,Prototyping,Simulation,Matlab,C++,1,
118,Female,Black,32,Harvard University,3.7,Mathematics,University of Oxford,3.5,Electrical Engineering,Society of Women Engineers,Varsity Women's Track & Field,Aviation Club,Robotics Club,AIAA,Economics Club,Habitat for Humanity,C++,Microsoft Excel,Experimental Design,Presenting,Prototyping,1,
119,Female,Asian,23,Hebrew University of Jerusalem,3.2,Aerospace Engineering,,,,Varsity Women's Soccer,Varsity Volleyball,Aviation Club,Habitat for Humanity,Hacking Club,ASME,,Prototyping,Python,Math,Experimental Design,,1,
120,Female,Black,23,Weizmann Institute of Science,3.5,Aerospace Engineering,,,,Society of Women Engineers,Varsity Field Hockey,Habitat for Humanity,Ultimate Frisbee,Rocket Club,Student Government,,ROS,Microsoft Word,Microsoft Excel,Prototyping,,1,
121,Female,White,38,Duke University,3.4,Electrical Engineering,,,,Sorority,Society of Women Engineers,Habitat for Humanity,Rocket Club,Aviation Club,Ultimate Frisbee,,Python,Prototyping,Microsoft Word,Presenting,,1,
122,Female,Asian,27,Kyoto University,3.6,Mathematics,California Institute of Technology,3.7,Mechanical Engineering,Varsity Women's Soccer,Varsity Field Hockey,Robotics Club,Engineers without Borders,Economics Club,Ultimate Frisbee,Hacking Club,LaTeX,Python,ROS,C++,Microsoft Excel,1,
123,Female,White,38,University of Wisconsin–Madison,3.5,Physics,,,,Society of Women Engineers,Varsity Women's Soccer,Aviation Club,Robotics Club,Habitat for Humanity,ASME,,CAD,Robotics,Communication,C++,,1,
124,Female,Asian,31,University of Chicago,3.5,Aerospace Engineering,,,,Varsity Women's Soccer,Varsity Volleyball,Ultimate Frisbee,Electric Vehicles Club,Rocket Club,Robotics Club,,Prototyping,C++,Robotics,Simulink,,1,
125,Female,Other,27,Weizmann Institute of Science,3.5,Computer Engineering,Harvard University,3.7,Aerospace Engineering,Varsity Field Hockey,Varsity Volleyball,IEEE,Engineers without Borders,Electric Vehicles Club,Rocket Club,ASME,Experimental Design,Simulink,Presenting,Python,Prototyping,1,
126,Female,Unspecified,37,Hebrew University of Jerusalem,3.3,Electrical Engineering,,,,Varsity Field Hockey,Varsity Women's Soccer,ASME,Habitat for Humanity,IEEE,Electric Vehicles Club,,Microsoft Excel,Math,LaTeX,CAD,,1,
127,Female,Black,25,Kyoto University,3.3,Mechanical Engineering,,,,Varsity Volleyball,Society of Women Engineers,Hacking Club,Rocket Club,ASME,Robotics Club,,Microsoft Excel,Robotics,Communication,Presenting,,1,
128,Female,Hispanic,36,University of Oxford,3.5,Electrical Engineering,Princeton University,3.7,Computer Engineering,Society of Women Engineers,Varsity Field Hockey,Economics Club,Hacking Club,Rocket Club,Ultimate Frisbee,IEEE,Microsoft Word,Robotics,CAD,C++,Simulation,1,
129,Female,Other,33,University of California Los Angeles,3.6,Computer Engineering,Cornell University,3.6,Aerospace Engineering,Varsity Women's Soccer,Society of Women Engineers,Electric Vehicles Club,Tau Beta Pi,Rocket Club,Robotics Club,AIAA,Microsoft Word,Communication,LaTeX,Microsoft Excel,ROS,1,
130,Female,Unspecified,36,University of Chicago,3.3,Mechanical Engineering,,,,Varsity Volleyball,Varsity Field Hockey,Ultimate Frisbee,Economics Club,Hacking Club,AIAA,,Math,Presenting,Python,LaTeX,,1,
131,Female,Hispanic,38,Harvard University,3.6,Electrical Engineering,Columbia University,3.7,Electrical Engineering,Varsity Volleyball,Society of Women Engineers,Hacking Club,Electric Vehicles Club,Ultimate Frisbee,Economics Club,Tau Beta Pi,Robotics,Microsoft Excel,Coding,Matlab,CAD,1,
132,Female,Asian,22,Harvard University,3.6,Mechanical Engineering,Stanford University,3.7,Mechanical Engineering,Varsity Field Hockey,Society of Women Engineers,Robotics Club,Economics Club,IEEE,Tau Beta Pi,ASME,C++,Robotics,Math,Coding,Matlab,1,
133,Female,Other,24,Swiss Federal Institute of Technology in Zurich,3.5,Electrical Engineering,,,,Varsity Women's Soccer,Society of Women Engineers,Ultimate Frisbee,ASME,Rocket Club,Hacking Club,,Microsoft Word,Python,Presenting,Math,,1,
134,Female,Asian,23,University of Oxford,3.6,Electrical Engineering,University of Pennsylvania,3.6,Computer Engineering,Varsity Women's Track & Field,Sorority,Robotics Club,AIAA,Ultimate Frisbee,IEEE,Student Government,Math,ROS,CAD,Prototyping,Presenting,1,
135,Female,White,32,University of Tokyo,3.7,Electrical Engineering,Stanford University,3.7,Mathematics,Varsity Women's Track & Field,Sorority,Tau Beta Pi,ASME,IEEE,Aviation Club,Economics Club,Simulation,Robotics,Experimental Design,CAD,Prototyping,1,
136,Female,Other,29,Imperial College London,3.2,Mathematics,,,,Varsity Volleyball,Sorority,Aviation Club,Habitat for Humanity,Electric Vehicles Club,Economics Club,,Microsoft Excel,C++,CAD,Coding,,1,
137,Female,Other,36,Kyoto University,3.5,Computer Engineering,Johns Hopkins University,3.7,Aerospace Engineering,Varsity Women's Track & Field,Society of Women Engineers,Student Government,Engineers without Borders,Robotics Club,Aviation Club,Tau Beta Pi,Microsoft Word,Python,CAD,Simulation,Communication,1,
138,Female,Other,33,Rockefeller University,3.5,Computer Engineering,,,,Varsity Women's Soccer,Varsity Volleyball,Rocket Club,AIAA,IEEE,Economics Club,,Communication,Microsoft Word,Experimental Design,CAD,,1,
139,Female,White,22,University of Cambridge,3.6,Electrical Engineering,University of California Berkeley,3.6,Physics,Varsity Women's Track & Field,Society of Women Engineers,Ultimate Frisbee,Rocket Club,ASME,IEEE,Economics Club,Microsoft Word,Prototyping,ROS,Matlab,Presenting,1,
140,Female,White,31,University of Chicago,3.6,Aerospace Engineering,University of Pennsylvania,3.7,Mechanical Engineering,Varsity Field Hockey,Varsity Women's Track & Field,Robotics Club,IEEE,Aviation Club,Electric Vehicles Club,Student Government,Experimental Design,C++,Microsoft Excel,Python,Simulink,1,
141,Female,Other,22,Weizmann Institute of Science,3.7,Mechanical Engineering,Kyoto University,3.6,Mechanical Engineering,Varsity Women's Soccer,Varsity Volleyball,IEEE,Tau Beta Pi,Habitat for Humanity,Student Government,Electric Vehicles Club,CAD,Python,Presenting,Prototyping,Microsoft Excel,1,
142,Female,Hispanic,26,Kyoto University,3.5,Physics,Kyoto University,3.6,Mathematics,Society of Women Engineers,Varsity Women's Soccer,AIAA,Electric Vehicles Club,Hacking Club,Rocket Club,Tau Beta Pi,LaTeX,Simulation,Robotics,Math,C++,1,
143,Female,Hispanic,35,University of California Los Angeles,3.5,Mathematics,,,,Varsity Field Hockey,Varsity Women's Track & Field,Economics Club,Rocket Club,Habitat for Humanity,Student Government,,Microsoft Word,Math,CAD,Matlab,,1,
144,Female,Other,38,Weizmann Institute of Science,3.2,Electrical Engineering,,,,Society of Women Engineers,Varsity Field Hockey,Robotics Club,AIAA,ASME,Aviation Club,,Communication,Microsoft Word,Python,Coding,,1,
145,Female,Asian,37,Kyoto University,3.4,Mechanical Engineering,,,,Varsity Volleyball,Sorority,ASME,Student Government,Electric Vehicles Club,Robotics Club,,Microsoft Word,Communication,Simulink,Prototyping,,1,
146,Female,Unspecified,35,Harvard University,3.5,Computer Engineering,University of Oxford,3.6,Aerospace Engineering,Sorority,Varsity Field Hockey,Ultimate Frisbee,Robotics Club,IEEE,Student Government,AIAA,ROS,Coding,C++,Microsoft Word,Presenting,1,
147,Female,Unspecified,35,University of California Los Angeles,3.6,Mechanical Engineering,Stanford University,3.6,Electrical Engineering,Society of Women Engineers,Varsity Women's Track & Field,Aviation Club,AIAA,Tau Beta Pi,Rocket Club,Habitat for Humanity,Matlab,Python,Math,ROS,CAD,1,
148,Female,Unspecified,25,Massachusetts Institute of Technology,3.7,Physics,University of California Los Angeles,3.5,Mathematics,Varsity Women's Track & Field,Varsity Volleyball,Aviation Club,Ultimate Frisbee,Economics Club,Robotics Club,ASME,Microsoft Word,C++,Communication,Math,ROS,1,
149,Female,Unspecified,27,University of Oxford,3.6,Mathematics,Harvard University,3.6,Electrical Engineering,Society of Women Engineers,Varsity Field Hockey,Tau Beta Pi,ASME,Aviation Club,Electric Vehicles Club,Hacking Club,Microsoft Excel,Simulation,Presenting,Prototyping,LaTeX,1,
150,Female,White,37,Weizmann Institute of Science,3.7,Physics,Stanford University,3.5,Physics,Varsity Women's Track & Field,Varsity Women's Soccer,Aviation Club,AIAA,Engineers without Borders,ASME,Ultimate Frisbee,Communication,Microsoft Word,Matlab,Math,Python,1,
151,Female,Hispanic,27,Princeton University,3.6,Electrical Engineering,Swiss Federal Institute of Technology in Zurich,3.7,Aerospace Engineering,Varsity Volleyball,Sorority,Engineers without Borders,Habitat for Humanity,Electric Vehicles Club,Student Government,Aviation Club,ROS,Prototyping,Presenting,Simulation,Simulink,1,
152,Female,Other,31,University of California Los Angeles,3.7,Mechanical Engineering,University of Pennsylvania,3.6,Computer Engineering,Sorority,Varsity Field Hockey,Student Government,Electric Vehicles Club,Robotics Club,Engineers without Borders,ASME,Experimental Design,Coding,Presenting,C++,Simulation,1,
153,Female,White,23,University of Oxford,3.6,Electrical Engineering,Stanford University,3.6,Mathematics,Varsity Women's Soccer,Society of Women Engineers,AIAA,Habitat for Humanity,Tau Beta Pi,IEEE,Aviation Club,CAD,LaTeX,C++,Simulation,ROS,1,
154,Female,Asian,27,Hebrew University of Jerusalem,3.4,Computer Engineering,,,,Society of Women Engineers,Varsity Field Hockey,IEEE,Hacking Club,AIAA,Tau Beta Pi,,C++,Microsoft Word,Math,Coding,,1,
155,Female,Hispanic,35,University of Illinois at Urbana–Champaign,3.5,Electrical Engineering,,,,Varsity Women's Track & Field,Varsity Women's Soccer,Engineers without Borders,Aviation Club,Rocket Club,Tau Beta Pi,,Simulation,Math,ROS,Experimental Design,,1,
156,Female,White,27,University of California Berkeley,3.3,Aerospace Engineering,,,,Sorority,Varsity Volleyball,ASME,Tau Beta Pi,Hacking Club,Economics Club,,C++,Microsoft Excel,Simulation,Experimental Design,,1,
157,Female,Black,31,California Institute of Technology,3.5,Aerospace Engineering,Massachusetts Institute of Technology,3.7,Mathematics,Varsity Women's Track & Field,Varsity Volleyball,Student Government,Habitat for Humanity,Electric Vehicles Club,Aviation Club,Economics Club,Microsoft Excel,Simulink,Simulation,Matlab,Robotics,1,
158,Female,Black,33,Yale University,3.5,Aerospace Engineering,Massachusetts Institute of Technology,3.7,Mechanical Engineering,Varsity Women's Soccer,Varsity Field Hockey,Robotics Club,Electric Vehicles Club,Aviation Club,ASME,Economics Club,Python,CAD,Simulation,ROS,Matlab,1,
159,Female,Hispanic,34,University of California Los Angeles,3.2,Computer Engineering,,,,Society of Women Engineers,Sorority,Aviation Club,Habitat for Humanity,AIAA,Electric Vehicles Club,,C++,Matlab,Coding,Communication,,1,
160,Female,Unspecified,33,Cornell University,3.4,Mechanical Engineering,,,,Society of Women Engineers,Varsity Field Hockey,Electric Vehicles Club,Ultimate Frisbee,Engineers without Borders,ASME,,Robotics,Microsoft Word,ROS,LaTeX,,1,
161,Female,Hispanic,22,University of Tokyo,3.5,Mathematics,,,,Sorority,Varsity Women's Soccer,Tau Beta Pi,Ultimate Frisbee,Hacking Club,Habitat for Humanity,,Communication,Math,LaTeX,Robotics,,1,
162,Female,Other,25,Weizmann Institute of Science,3.4,Mathematics,,,,Varsity Volleyball,Varsity Field Hockey,IEEE,Habitat for Humanity,Ultimate Frisbee,Student Government,,Communication,Experimental Design,Coding,Microsoft Excel,,1,
163,Female,White,32,Swiss Federal Institute of Technology in Zurich,3.2,Electrical Engineering,,,,Varsity Volleyball,Sorority,Robotics Club,Electric Vehicles Club,Ultimate Frisbee,Economics Club,,Robotics,Simulation,C++,CAD,,1,
164,Female,Hispanic,27,California Institute of Technology,3.6,Aerospace Engineering,University of California Berkeley,3.5,Aerospace Engineering,Varsity Women's Soccer,Varsity Volleyball,Robotics Club,IEEE,Rocket Club,Habitat for Humanity,Engineers without Borders,Microsoft Excel,Prototyping,LaTeX,Math,Matlab,1,
165,Female,Hispanic,26,Cornell University,3.5,Aerospace Engineering,,,,Varsity Field Hockey,Varsity Women's Soccer,Aviation Club,IEEE,AIAA,Student Government,,Prototyping,Robotics,CAD,Presenting,,1,
166,Female,Other,29,Kyoto University,3.6,Electrical Engineering,Princeton University,3.6,Mechanical Engineering,Sorority,Varsity Women's Soccer,Aviation Club,IEEE,Hacking Club,ASME,Robotics Club,Robotics,ROS,Math,CAD,Coding,1,
167,Female,Black,30,Swiss Federal Institute of Technology in Zurich,3.5,Electrical Engineering,University of Cambridge,3.6,Electrical Engineering,Society of Women Engineers,Varsity Women's Track & Field,Aviation Club,ASME,Rocket Club,Hacking Club,Economics Club,Coding,Microsoft Word,Robotics,Experimental Design,Math,1,
168,Female,Black,32,Massachusetts Institute of Technology,3.7,Electrical Engineering,Weizmann Institute of Science,3.7,Aerospace Engineering,Varsity Women's Track & Field,Sorority,Electric Vehicles Club,Tau Beta Pi,Ultimate Frisbee,Engineers without Borders,Economics Club,C++,Communication,Math,Matlab,Coding,1,
169,Female,Black,26,University of Illinois at Urbana–Champaign,3.4,Mathematics,,,,Varsity Women's Soccer,Varsity Women's Track & Field,Habitat for Humanity,AIAA,Electric Vehicles Club,ASME,,Communication,ROS,Microsoft Word,Microsoft Excel,,1,
170,Female,Black,28,Weizmann Institute of Science,3.6,Electrical Engineering,Massachusetts Institute of Technology,3.6,Mathematics,Varsity Women's Soccer,Varsity Field Hockey,Rocket Club,Economics Club,Aviation Club,Student Government,Ultimate Frisbee,Prototyping,ROS,Presenting,Simulation,Robotics,1,
171,Female,Unspecified,33,Massachusetts Institute of Technology,3.6,Aerospace Engineering,University of Oxford,3.7,Mechanical Engineering,Varsity Field Hockey,Sorority,Student Government,Engineers without Borders,Economics Club,Hacking Club,Ultimate Frisbee,Microsoft Word,LaTeX,CAD,Robotics,Simulation,1,
172,Female,Hispanic,25,University of California Berkeley,3.7,Computer Engineering,University of California Los Angeles,3.7,Computer Engineering,Sorority,Society of Women Engineers,AIAA,Aviation Club,ASME,Ultimate Frisbee,Student Government,Experimental Design,Matlab,Communication,CAD,Microsoft Word,1,
173,Female,Black,36,Rockefeller University,3.5,Mechanical Engineering,,,,Varsity Women's Soccer,Society of Women Engineers,IEEE,Rocket Club,Robotics Club,Ultimate Frisbee,,Math,Prototyping,Presenting,Communication,,1,
174,Female,Black,27,Rockefeller University,3.5,Electrical Engineering,,,,Varsity Volleyball,Varsity Women's Track & Field,Electric Vehicles Club,Ultimate Frisbee,Student Government,Robotics Club,,Matlab,LaTeX,Presenting,Simulation,,1,
175,Female,Hispanic,24,Cornell University,3.4,Physics,,,,Sorority,Varsity Women's Soccer,Economics Club,Ultimate Frisbee,Rocket Club,IEEE,,CAD,Presenting,Experimental Design,LaTeX,,1,
176,Female,Other,22,University of California San Francisco,3.3,Aerospace Engineering,,,,Varsity Volleyball,Varsity Women's Soccer,IEEE,AIAA,Student Government,Ultimate Frisbee,,Microsoft Word,LaTeX,Simulink,Prototyping,,1,
177,Female,Asian,33,California Institute of Technology,3.7,Aerospace Engineering,Princeton University,3.6,Physics,Sorority,Varsity Field Hockey,AIAA,Ultimate Frisbee,Tau Beta Pi,Hacking Club,IEEE,Matlab,Robotics,C++,Microsoft Word,Coding,1,
178,Female,Unspecified,24,California Institute of Technology,3.5,Electrical Engineering,California Institute of Technology,3.5,Electrical Engineering,Varsity Volleyball,Sorority,Electric Vehicles Club,Robotics Club,IEEE,Student Government,Ultimate Frisbee,Experimental Design,Coding,Presenting,C++,Microsoft Word,1,
179,Female,White,33,Princeton University,3.7,Mathematics,University of Oxford,3.6,Mechanical Engineering,Varsity Women's Soccer,Society of Women Engineers,Engineers without Borders,IEEE,Tau Beta Pi,AIAA,Electric Vehicles Club,Presenting,Communication,Coding,Simulation,Python,1,
