Person Number,Sex,Race,Age,Undergraduate School Name,Undergraduate GPA,Undergraduate Major,Graduate School Name,Graduate GPA,Graduate Major,Activity1,Activity2,Activity3,Activity4,Activity5,Activity6,Activity7,Skill1,Skill2,Skill3,Skill4,Skill5,Is Employed
274,1,4,32,18,3.6,5,18,3.6,5,4,6,27,22,19,14,18,1,13,2,10,17,1
275,1,2,26,13,3.3,4,13,3.3,4,6,3,25,16,20,23,0,1,6,2,15,0,1
276,1,2,29,16,3.5,1,16,3.5,1,5,4,26,16,23,22,19,12,6,11,9,7,1
277,1,1,24,20,3.2,4,20,3.2,4,3,2,25,18,19,27,0,10,13,14,8,0,1
278,1,3,23,19,3.2,5,19,3.2,5,3,2,26,20,14,22,0,17,16,15,3,0,1
279,1,5,24,15,3.6,4,15,3.6,4,3,4,19,20,16,25,18,15,4,9,5,13,1
280,1,4,22,2,3.6,3,2,3.6,3,3,2,15,26,27,19,14,14,1,9,17,2,1
281,1,2,28,3,3.7,6,3,3.7,6,4,2,27,20,23,22,26,8,5,16,7,4,1
282,1,4,32,13,3.3,3,13,3.3,3,6,1,15,23,16,14,0,3,1,14,4,0,1
283,1,1,27,19,3.5,1,19,3.5,1,2,4,20,18,16,17,0,11,16,17,10,0,1
284,1,4,22,22,3.3,1,22,3.3,1,3,6,27,14,18,15,0,3,16,15,6,0,1
285,1,1,39,5,3.7,6,5,3.7,6,1,6,18,24,21,17,15,2,6,3,8,14,1
286,1,5,22,17,3.4,5,17,3.4,5,5,6,25,24,14,16,0,16,7,12,4,0,1
287,1,4,22,12,3.3,1,12,3.3,1,5,6,15,14,27,16,0,3,5,15,2,0,1
288,1,1,24,13,3.7,5,13,3.7,5,2,3,14,21,27,24,15,5,10,2,13,17,1
289,1,5,35,19,3.5,4,19,3.5,4,3,4,16,18,26,15,24,16,5,3,7,8,1
290,1,1,30,20,3.4,4,20,3.4,4,1,6,18,14,24,27,0,7,12,3,11,0,1
291,1,0,25,22,3.5,1,22,3.5,1,6,2,25,26,19,23,0,16,10,5,13,0,1
292,1,4,23,14,3.4,4,14,3.4,4,5,4,19,16,14,23,0,16,14,8,5,0,1
293,1,1,31,18,3.3,1,18,3.3,1,2,1,24,19,16,14,0,1,11,9,3,0,1
294,1,0,38,2,3.5,5,2,3.5,5,2,1,14,18,19,26,24,5,7,4,14,13,1
295,1,2,31,12,3.4,5,12,3.4,5,3,5,27,26,24,21,0,10,2,12,4,0,1
296,1,2,38,10,3.4,6,10,3.4,6,1,6,24,23,25,27,0,15,1,5,2,0,1
297,1,1,25,18,3.5,5,18,3.5,5,5,1,24,16,18,23,0,4,11,13,9,0,1
298,1,5,34,4,3.7,3,4,3.7,3,4,5,21,27,22,26,24,3,7,15,8,2,1
299,1,4,35,4,3.5,1,4,3.5,1,6,4,14,20,19,23,22,17,8,15,5,14,1
300,1,4,23,10,3.3,1,10,3.3,1,2,5,25,18,15,14,0,12,7,8,17,0,1
301,1,5,38,18,3.5,2,18,3.5,2,1,2,15,14,21,23,24,12,11,3,17,9,1
302,1,0,39,18,3.3,2,18,3.3,2,1,4,22,16,18,15,0,9,3,5,11,0,1
303,1,5,23,5,3.7,5,5,3.7,5,2,4,25,22,27,18,16,11,16,12,9,15,1
304,1,0,39,12,3.5,3,12,3.5,3,1,6,27,17,15,22,0,16,10,13,1,0,1
305,1,0,29,27,3.5,5,27,3.5,5,2,5,18,25,17,16,0,15,1,8,4,0,1
306,1,5,26,17,3.4,4,17,3.4,4,1,4,27,15,20,14,0,7,3,17,14,0,1
307,1,3,31,15,3.6,4,15,3.6,4,4,5,22,20,19,17,14,13,4,15,16,10,1
308,1,3,24,3,3.5,5,3,3.5,5,1,6,21,16,18,23,22,7,4,13,12,10,1
309,1,0,22,18,3.7,5,18,3.7,5,1,2,21,14,16,24,22,7,16,13,9,10,1
310,1,3,27,20,3.4,5,20,3.4,5,2,6,27,22,26,16,0,10,16,9,15,0,1
311,1,5,34,26,3.3,2,26,3.3,2,2,3,15,16,20,27,0,3,5,7,11,0,1
312,1,3,35,13,3.7,3,13,3.7,3,6,3,14,21,23,25,22,16,7,3,4,2,1
313,1,0,30,10,3.6,5,10,3.6,5,6,5,16,18,27,14,24,8,2,5,12,14,1
314,1,1,39,19,3.2,3,19,3.2,3,2,3,21,23,17,27,0,11,7,13,9,0,1
315,1,3,23,7,3.7,2,7,3.7,2,5,4,24,19,15,16,27,14,7,10,15,1,1
316,1,3,28,21,3.3,4,21,3.3,4,5,3,26,22,17,15,0,12,2,4,16,0,1
317,1,3,33,29,3.4,5,29,3.4,5,6,1,25,22,21,26,0,9,10,5,1,0,1
318,1,1,26,23,3.2,4,23,3.2,4,5,2,21,27,26,22,0,4,11,13,12,0,1
319,1,3,35,29,3.3,6,29,3.3,6,3,6,19,23,14,15,0,9,1,5,13,0,1
320,1,1,22,15,3.2,4,15,3.2,4,4,6,25,26,14,22,0,11,14,9,16,0,1
321,1,4,28,14,3.6,4,14,3.6,4,2,4,15,19,24,25,17,3,8,5,10,15,1
322,1,5,26,16,3.5,3,16,3.5,3,3,4,18,16,23,17,0,15,12,11,10,0,1
323,1,3,25,1,3.7,2,1,3.7,2,5,6,26,21,15,14,23,16,2,9,5,3,1
324,1,5,26,3,3.6,1,3,3.6,1,5,4,24,23,19,21,18,13,4,10,8,12,1
325,1,0,23,14,3.2,2,14,3.2,2,2,4,14,15,16,26,0,7,10,3,2,0,1
326,1,2,34,6,3.7,1,6,3.7,1,6,4,27,14,20,24,15,10,13,2,4,3,1
327,1,5,33,12,3.4,1,12,3.4,1,1,4,17,16,19,20,0,6,9,2,12,0,1
328,1,2,31,6,3.5,6,6,3.5,6,2,4,17,18,14,24,21,6,8,12,15,11,1
329,1,5,30,4,3.7,5,4,3.7,5,4,5,19,16,18,24,14,6,13,7,16,12,1
330,1,1,39,12,3.7,2,12,3.7,2,2,6,24,21,27,16,20,14,12,1,13,8,1
331,1,3,26,19,3.4,3,19,3.4,3,6,4,22,18,23,21,0,10,4,9,11,0,1
332,1,4,23,20,3.4,5,20,3.4,5,2,5,19,26,17,23,0,8,16,5,9,0,1
333,1,2,33,26,3.5,3,26,3.5,3,2,4,19,24,25,16,0,6,10,15,3,0,1
334,1,1,31,21,3.4,1,21,3.4,1,4,5,18,22,15,24,0,16,1,12,5,0,1
335,1,3,36,28,3.5,4,28,3.5,4,3,1,18,17,21,16,0,6,17,14,15,0,1
336,1,4,27,17,3.7,2,17,3.7,2,3,4,22,24,19,26,20,10,14,8,1,3,1
337,1,3,32,10,3.6,1,10,3.6,1,5,1,15,18,21,19,22,12,14,10,11,16,1
338,1,4,36,16,3.7,6,16,3.7,6,3,2,22,26,24,19,20,8,9,5,17,7,1
339,1,5,24,7,3.5,3,7,3.5,3,2,3,23,24,21,20,14,13,8,14,15,17,1
340,1,4,36,7,3.7,1,7,3.7,1,3,5,26,21,15,16,22,13,5,2,12,10,1
341,1,5,32,14,3.2,1,14,3.2,1,5,4,22,26,17,27,0,9,17,15,2,0,1
342,1,3,38,25,3.2,1,25,3.2,1,4,3,26,25,14,21,0,16,8,4,1,0,1
343,1,3,34,23,3.4,5,23,3.4,5,2,6,15,21,23,20,0,8,10,9,13,0,1
344,1,0,33,19,3.5,6,19,3.5,6,2,6,15,17,24,19,0,2,14,13,8,0,1
345,1,2,32,1,3.6,6,1,3.6,6,4,3,16,20,21,19,24,17,16,4,10,13,1
346,1,4,33,19,3.5,5,19,3.5,5,6,5,14,27,24,22,0,10,13,14,4,0,1
347,1,5,29,18,3.3,4,18,3.3,4,6,3,14,15,19,24,0,9,1,14,10,0,1
348,1,2,39,26,3.5,5,26,3.5,5,2,4,23,22,26,18,0,9,5,8,17,0,1
349,1,2,24,11,3.6,5,11,3.6,5,5,6,25,24,18,26,22,7,17,10,9,11,1
350,1,4,30,18,3.4,6,18,3.4,6,5,2,27,17,21,15,0,9,16,6,8,0,1
351,1,2,30,13,3.2,4,13,3.2,4,4,2,21,19,15,23,0,15,16,7,6,0,1
352,1,0,30,9,3.6,2,9,3.6,2,5,6,20,24,19,23,17,12,9,13,10,6,1
353,1,5,33,18,3.5,2,18,3.5,2,5,3,14,22,25,17,21,13,2,14,12,3,1
354,1,1,29,23,3.4,3,23,3.4,3,4,1,26,15,22,19,0,5,13,1,10,0,1
355,1,2,32,16,3.4,6,16,3.4,6,4,3,26,18,22,17,0,11,16,14,6,0,1
356,1,2,24,29,3.5,4,29,3.5,4,2,1,21,24,19,16,0,15,13,8,6,0,1
357,1,5,36,10,3.7,1,10,3.7,1,2,3,21,27,19,25,17,12,16,8,1,17,1
358,1,5,24,27,3.3,1,27,3.3,1,5,3,21,24,17,19,0,1,16,11,10,0,1
359,1,5,33,14,3.5,3,14,3.5,3,4,5,17,22,15,25,0,9,11,12,14,0,1
360,1,2,22,12,3.3,3,12,3.3,3,5,2,24,16,26,14,0,14,4,8,9,0,1
361,1,1,24,28,3.2,6,28,3.2,6,2,3,27,18,25,16,0,17,1,5,2,0,1
362,1,4,35,23,3.2,3,23,3.2,3,6,3,17,19,23,20,0,3,1,12,2,0,1
363,1,0,30,18,3.6,6,18,3.6,6,6,3,20,19,24,22,18,6,2,10,9,11,1
364,1,1,31,28,3.2,2,28,3.2,2,2,6,19,22,17,16,0,12,13,7,15,0,1
365,1,2,23,11,3.3,3,11,3.3,3,2,4,26,18,14,23,0,8,16,10,4,0,1
366,1,5,31,8,3.5,4,8,3.5,4,6,4,19,18,14,25,26,1,8,5,14,16,1
367,1,2,33,12,3.6,3,12,3.6,3,2,6,23,15,19,27,22,7,13,1,2,11,1
368,1,5,26,2,3.7,4,2,3.7,4,1,2,21,17,20,19,22,15,5,17,16,10,1
369,1,5,25,23,3.3,6,23,3.3,6,4,2,16,14,15,26,0,2,8,1,5,0,1
370,1,3,35,25,3.4,3,25,3.4,3,3,6,21,25,22,20,0,7,4,9,5,0,1
371,1,4,34,19,3.5,2,19,3.5,2,4,2,26,27,22,24,0,10,2,8,4,0,1
372,1,1,30,8,3.6,4,8,3.6,4,6,1,21,14,15,24,19,16,3,17,9,11,1
373,1,3,32,19,3.5,2,19,3.5,2,1,6,24,27,16,18,0,1,4,6,3,0,1
374,1,3,34,15,3.3,6,15,3.3,6,1,3,18,19,21,22,0,15,16,7,4,0,1
375,1,3,28,5,3.6,1,5,3.6,1,6,5,20,17,23,14,21,2,7,15,3,17,1
376,1,4,33,6,3.6,1,6,3.6,1,1,5,19,14,26,15,22,3,12,7,5,16,1
377,1,4,27,17,3.5,5,17,3.5,5,5,3,16,18,26,14,15,11,8,5,15,13,1
378,1,3,22,17,3.5,6,17,3.5,6,1,2,18,25,19,21,23,1,15,12,13,3,1
379,1,0,33,11,3.4,1,11,3.4,1,6,3,21,16,24,25,0,11,15,13,3,0,1
380,1,4,30,12,3.5,1,12,3.5,1,3,2,22,20,27,21,0,10,3,2,15,0,1
381,1,3,36,16,3.5,1,16,3.5,1,1,6,19,25,27,20,16,14,7,9,6,13,1
382,1,4,24,20,3.4,3,20,3.4,3,2,5,14,16,23,22,0,7,9,6,16,0,1
383,1,5,37,14,3.6,6,14,3.6,6,2,5,22,15,21,20,16,6,7,11,1,4,1
384,1,1,26,3,3.7,5,3,3.7,5,2,5,19,14,27,25,23,5,10,12,11,8,1
385,1,2,27,11,3.7,4,11,3.7,4,3,5,24,14,26,19,15,7,9,11,16,14,1
386,1,0,31,17,3.4,1,17,3.4,1,4,1,19,16,17,14,0,5,6,8,16,0,1
387,1,0,39,19,3.5,6,19,3.5,6,5,3,15,19,22,14,24,2,10,14,9,8,1
388,1,1,32,25,3.4,5,25,3.4,5,3,1,14,26,18,21,0,11,8,7,17,0,1
389,1,5,23,8,3.6,3,8,3.6,3,3,1,21,14,22,16,27,11,16,6,4,10,1
390,1,1,25,10,3.5,4,10,3.5,4,5,1,18,15,24,23,21,1,14,9,8,5,1
391,1,3,38,7,3.6,3,7,3.6,3,4,5,19,22,15,18,23,2,14,5,13,1,1
392,1,1,29,8,3.7,4,8,3.7,4,4,1,16,20,15,23,22,8,9,16,4,5,1
393,1,3,22,7,3.7,3,7,3.7,3,3,4,24,14,23,26,19,6,17,8,3,11,1
394,1,4,24,18,3.7,5,18,3.7,5,3,4,21,27,18,24,25,10,4,2,11,14,1
395,1,4,22,16,3.7,4,16,3.7,4,4,6,15,26,25,20,23,14,10,11,16,4,1
396,1,2,33,5,3.7,4,5,3.7,4,3,5,19,22,18,16,17,6,15,11,16,4,1
397,1,2,30,3,3.5,5,3,3.5,5,4,5,21,14,15,19,27,4,5,9,3,2,1
398,1,5,36,2,3.5,4,2,3.5,4,2,3,27,24,16,21,20,7,3,1,14,12,1
399,1,0,23,11,3.5,6,11,3.5,6,6,2,15,25,16,19,27,17,8,5,15,12,1
400,2,1,35,16,3.3,3,16,3.3,3,9,11,21,22,15,14,0,14,9,5,16,0,1
401,2,5,62,14,3.6,1,14,3.6,1,9,11,24,20,22,25,17,2,14,1,4,11,1
402,2,0,59,24,3.4,3,24,3.4,3,7,13,27,15,17,23,0,12,3,17,8,0,1
403,2,0,32,15,3.2,3,15,3.2,3,13,12,26,17,19,21,0,4,2,13,11,0,1
404,2,4,58,29,3.4,1,29,3.4,1,10,13,20,17,15,24,0,8,16,14,10,0,1
405,2,0,43,16,3.3,4,16,3.3,4,12,7,24,18,22,17,0,16,3,6,10,0,1
406,2,1,28,5,3.5,1,5,3.5,1,11,8,21,27,14,15,22,17,13,8,3,6,1
407,2,4,28,19,3.2,2,19,3.2,2,8,9,27,14,18,26,0,12,9,14,17,0,1
408,2,5,45,4,3.7,2,4,3.7,2,12,13,17,23,20,16,25,6,1,9,14,15,1
409,2,0,40,25,3.3,4,25,3.3,4,13,8,24,15,16,14,0,11,7,2,9,0,1
410,2,2,27,28,3.5,4,28,3.5,4,10,8,24,23,17,27,0,11,10,5,16,0,1
411,2,4,22,13,3.3,2,13,3.3,2,11,13,25,16,14,17,0,11,8,1,2,0,1
412,2,2,64,26,3.4,1,26,3.4,1,11,13,23,15,17,22,0,5,9,13,7,0,1
413,2,2,57,22,3.4,2,22,3.4,2,7,12,19,17,26,23,0,17,6,2,5,0,1
414,2,1,50,12,3.3,6,12,3.3,6,12,10,18,20,17,23,0,8,14,2,4,0,1
415,2,4,64,14,3.2,1,14,3.2,1,8,12,25,18,16,26,0,8,10,17,14,0,1
416,2,1,26,18,3.2,1,18,3.2,1,11,9,21,24,22,25,0,12,17,2,16,0,1
417,2,3,56,7,3.5,1,7,3.5,1,12,9,14,22,20,16,18,15,12,13,10,14,1
418,2,3,64,9,3.7,1,9,3.7,1,11,7,24,27,21,17,15,11,15,10,12,14,1
419,2,2,54,11,3.5,2,11,3.5,2,10,13,24,20,17,15,19,9,2,1,14,11,1
420,2,1,47,11,3.7,3,11,3.7,3,7,13,26,20,27,22,17,13,6,2,15,8,1
421,2,5,41,4,3.6,1,4,3.6,1,8,9,19,20,16,21,15,9,3,1,12,15,1
422,2,3,27,12,3.5,3,12,3.5,3,7,11,17,15,19,26,27,3,9,4,6,2,1
423,2,4,36,15,3.5,3,15,3.5,3,9,10,16,27,25,19,0,3,16,4,9,0,1
424,2,2,63,11,3.5,3,11,3.5,3,7,9,25,18,26,21,19,4,2,15,13,3,1
425,2,3,31,24,3.5,6,24,3.5,6,7,12,26,17,16,19,0,14,6,15,17,0,1
426,2,0,38,27,3.5,5,27,3.5,5,12,8,27,15,24,17,0,11,10,3,4,0,1
427,2,0,51,14,3.3,5,14,3.3,5,8,7,20,27,21,16,0,12,7,8,17,0,1
428,2,0,60,8,3.7,6,8,3.7,6,11,12,14,25,21,15,19,2,6,8,11,16,1
429,2,2,58,2,3.5,1,2,3.5,1,13,9,16,19,23,27,17,10,3,14,9,2,1
430,2,0,23,13,3.6,5,13,3.6,5,10,7,17,26,27,22,23,7,5,11,4,8,1
431,2,3,24,9,3.7,4,9,3.7,4,11,10,25,21,18,17,24,9,8,10,11,12,1
432,2,5,27,19,3.4,2,19,3.4,2,10,8,26,15,23,17,0,5,14,17,15,0,1
433,2,1,32,13,3.5,4,13,3.5,4,9,8,25,27,19,16,0,13,16,2,3,0,1
434,2,3,43,28,3.2,2,28,3.2,2,12,8,18,24,22,20,0,12,10,2,4,0,1
435,2,3,33,16,3.3,3,16,3.3,3,13,10,19,17,20,24,0,7,13,9,17,0,1
436,2,3,57,14,3.5,4,14,3.5,4,10,9,16,17,19,26,0,12,15,16,7,0,1
437,2,4,56,3,3.5,3,3,3.5,3,7,12,23,18,24,22,17,10,4,13,3,14,1
438,2,0,36,21,3.5,1,21,3.5,1,9,7,24,15,22,19,0,8,5,9,6,0,1
439,2,0,35,8,3.7,6,8,3.7,6,9,7,24,23,22,21,18,1,5,9,12,3,1
440,2,2,26,27,3.4,5,27,3.4,5,7,12,23,25,24,18,0,11,8,14,3,0,1
441,2,1,58,16,3.5,6,16,3.5,6,7,12,18,17,20,26,0,17,5,10,4,0,1
442,2,3,28,12,3.5,5,12,3.5,5,12,13,15,24,16,19,0,15,11,2,12,0,1
443,2,1,42,14,3.5,5,14,3.5,5,12,8,20,15,14,27,0,12,10,1,6,0,1
444,2,3,53,14,3.2,6,14,3.2,6,12,7,23,15,17,24,0,15,10,3,1,0,1
445,2,5,23,9,3.5,6,9,3.5,6,9,8,22,24,14,19,17,7,5,11,16,6,1
446,2,4,23,10,3.4,4,10,3.4,4,9,10,17,14,22,25,0,7,5,1,13,0,1
447,2,1,39,6,3.6,3,6,3.6,3,9,12,27,17,26,22,24,11,12,16,3,15,1
448,2,5,48,26,3.2,5,26,3.2,5,10,8,20,18,19,26,0,13,14,17,3,0,1
449,2,3,63,21,3.2,6,21,3.2,6,13,9,19,26,23,15,0,9,6,5,8,0,1
450,2,4,54,13,3.6,2,13,3.6,2,10,12,21,20,25,22,15,12,8,13,9,16,1
451,2,5,37,16,3.2,1,16,3.2,1,12,10,15,27,20,19,0,12,8,13,16,0,1
452,2,2,61,19,3.7,5,19,3.7,5,13,12,22,15,20,21,14,11,3,9,14,12,1
453,2,0,49,17,3.6,4,17,3.6,4,7,10,17,24,23,22,20,9,4,7,8,17,1
454,2,5,23,3,3.7,6,3,3.7,6,10,12,14,20,27,25,26,3,8,9,1,7,1
455,2,2,49,16,3.7,4,16,3.7,4,11,8,24,26,19,25,20,6,13,17,12,2,1
456,2,2,53,24,3.5,1,24,3.5,1,8,7,18,20,27,17,0,14,17,11,9,0,1
457,2,0,51,2,3.6,3,2,3.6,3,12,11,19,15,21,18,25,9,3,10,4,5,1
458,2,2,58,9,3.5,6,9,3.5,6,13,10,23,19,27,25,16,12,17,8,9,1,1
459,2,4,27,17,3.4,5,17,3.4,5,8,12,15,21,27,19,0,4,12,11,5,0,1
460,2,1,63,19,3.5,5,19,3.5,5,12,8,18,20,21,25,0,17,2,14,9,0,1
461,2,4,28,12,3.2,4,12,3.2,4,12,10,18,19,20,22,0,9,7,4,13,0,1
462,2,5,43,13,3.2,4,13,3.2,4,13,7,19,15,20,27,0,6,9,14,8,0,1
463,2,0,57,7,3.5,6,7,3.5,6,10,9,16,24,25,23,19,11,4,1,12,10,1
464,2,0,62,11,3.5,2,11,3.5,2,10,9,19,24,14,23,16,6,8,5,2,16,1
465,2,2,34,9,3.7,6,9,3.7,6,13,12,23,17,19,27,24,12,6,8,16,2,1
466,2,1,28,19,3.5,5,19,3.5,5,10,11,18,16,22,15,0,16,11,5,1,0,1
467,2,2,31,9,3.5,4,9,3.5,4,7,9,16,15,21,20,19,17,3,15,16,12,1
468,2,4,32,14,3.3,2,14,3.3,2,13,10,20,25,16,14,0,12,15,10,5,0,1
469,2,5,55,28,3.3,1,28,3.3,1,13,12,25,27,17,24,0,11,6,7,10,0,1
470,2,5,46,24,3.2,4,24,3.2,4,7,9,16,17,26,18,0,14,2,8,10,0,1
471,2,3,35,14,3.2,5,14,3.2,5,8,7,17,14,26,25,0,2,16,11,8,0,1
472,2,5,46,15,3.6,3,15,3.6,3,10,13,15,23,14,24,20,4,11,15,2,10,1
473,2,3,60,18,3.6,2,18,3.6,2,12,9,14,16,15,23,17,8,17,5,10,9,1
474,2,0,31,10,3.6,2,10,3.6,2,13,9,19,17,27,14,25,3,12,15,16,7,1
475,2,5,34,6,3.7,1,6,3.7,1,10,12,24,15,21,22,18,9,4,6,10,8,1
476,2,1,23,26,3.5,1,26,3.5,1,9,11,16,27,19,14,0,7,16,13,15,0,1
477,2,2,37,19,3.7,2,19,3.7,2,12,7,26,16,19,15,14,8,15,5,16,2,1
478,2,1,42,13,3.4,5,13,3.4,5,13,8,18,25,27,19,0,1,5,3,2,0,1
479,2,4,57,28,3.5,5,28,3.5,5,7,10,16,25,17,24,0,4,2,5,3,0,1
480,2,3,51,3,3.5,1,3,3.5,1,9,11,23,15,27,19,20,11,6,14,1,4,1
481,2,1,27,8,3.7,4,8,3.7,4,13,12,16,25,23,21,26,11,1,13,7,15,1
482,2,3,47,27,3.2,6,27,3.2,6,13,9,26,21,25,19,0,5,3,11,16,0,1
483,2,4,56,16,3.7,6,16,3.7,6,9,13,18,24,23,27,20,14,15,10,9,12,1
484,2,5,33,29,3.2,3,29,3.2,3,8,7,20,21,17,23,0,13,7,12,16,0,1
485,2,1,63,17,3.5,6,17,3.5,6,10,7,17,26,19,24,0,16,5,1,9,0,1
486,2,4,58,13,3.2,5,13,3.2,5,12,11,24,27,19,26,0,8,1,7,14,0,1
487,2,4,34,1,3.6,2,1,3.6,2,8,11,15,21,27,23,17,6,8,14,17,3,1
488,2,5,56,24,3.5,3,24,3.5,3,9,8,25,18,21,22,0,5,16,3,13,0,1
489,2,3,49,10,3.2,4,10,3.2,4,8,13,24,15,17,21,0,13,10,17,2,0,1
490,2,2,22,9,3.5,4,9,3.5,4,9,8,24,21,26,14,18,5,14,9,17,4,1
491,2,4,34,10,3.6,5,10,3.6,5,8,11,20,27,14,16,23,8,6,7,4,16,1
492,2,2,29,16,3.3,5,16,3.3,5,12,10,23,18,20,14,0,8,13,17,5,0,1
493,2,3,38,17,3.5,5,17,3.5,5,7,8,22,21,14,25,0,4,1,10,2,0,1
494,2,5,52,4,3.6,1,4,3.6,1,8,10,14,23,19,27,25,12,1,10,4,15,1
495,2,0,58,18,3.5,2,18,3.5,2,10,9,26,21,19,24,0,16,11,12,1,0,1
496,2,5,35,15,3.6,4,15,3.6,4,8,10,22,21,19,23,18,10,2,14,4,8,1
497,2,5,52,11,3.7,4,11,3.7,4,7,8,22,20,16,25,19,14,10,15,7,3,1
498,2,5,22,16,3.7,6,16,3.7,6,12,9,26,21,27,22,16,5,10,11,13,1,1
499,2,0,64,10,3.6,3,10,3.6,3,10,8,15,16,27,22,18,3,9,15,6,17,1
500,2,1,56,27,3.3,5,27,3.3,5,9,10,17,20,26,18,0,15,4,7,2,0,1
501,2,2,30,19,3.6,6,19,3.6,6,7,9,27,16,14,17,20,6,4,12,13,10,1
502,2,2,27,2,3.7,6,2,3.7,6,11,9,15,26,14,24,21,7,11,9,10,17,1
503,2,4,26,13,3.3,4,13,3.3,4,10,8,24,19,20,22,0,13,4,15,11,0,1
504,2,3,26,4,3.7,6,4,3.7,6,9,12,21,14,17,18,23,3,4,10,14,1,1
505,2,3,55,6,3.5,4,6,3.5,4,12,13,17,25,15,26,21,14,10,15,12,5,1
506,2,3,56,17,3.6,4,17,3.6,4,11,8,25,24,22,23,19,17,3,8,13,5,1
507,2,1,23,8,3.5,3,8,3.5,3,9,13,21,26,16,22,19,16,2,1,7,6,1
508,2,3,24,8,3.6,3,8,3.6,3,13,10,23,19,22,14,26,14,1,10,4,3,1
509,2,1,57,18,3.3,5,18,3.3,5,7,13,21,24,20,23,0,17,1,11,5,0,1
510,2,4,48,11,3.5,1,11,3.5,1,10,9,20,18,25,24,15,11,2,12,1,14,1
511,2,4,43,25,3.3,1,25,3.3,1,10,7,20,19,22,14,0,3,17,11,5,0,1
512,2,4,27,19,3.4,1,19,3.4,1,12,13,27,18,24,17,0,17,2,7,5,0,1
513,2,1,43,14,3.3,1,14,3.3,1,7,12,14,15,18,19,0,11,15,12,3,0,1
514,2,2,56,11,3.5,5,11,3.5,5,11,13,24,16,14,17,25,13,6,9,14,17,1
515,2,1,35,4,3.6,5,4,3.6,5,7,9,15,25,20,16,26,9,4,16,10,3,1
516,2,3,47,19,3.4,5,19,3.4,5,11,10,14,17,18,15,0,13,7,2,17,0,1
517,2,0,52,12,3.4,5,12,3.4,5,9,11,24,19,23,22,0,5,9,11,1,0,1
518,2,1,30,15,3.6,2,15,3.6,2,7,10,21,26,27,18,15,12,4,11,1,6,1
519,2,2,36,25,3.2,6,25,3.2,6,12,8,23,16,21,20,0,7,16,2,6,0,1
520,2,4,60,19,3.3,2,19,3.3,2,13,12,14,20,19,25,0,5,10,12,4,0,1
521,2,1,28,13,3.6,2,13,3.6,2,7,8,17,18,27,16,24,9,3,13,16,15,1
522,2,0,37,23,3.4,3,23,3.4,3,11,7,22,23,24,19,0,15,7,4,17,0,1
523,2,5,36,14,3.7,3,14,3.7,3,10,11,21,18,23,14,20,5,4,13,7,12,1
524,2,1,56,17,3.6,5,17,3.6,5,10,8,24,19,22,16,18,11,7,5,4,6,1
525,2,3,64,18,3.5,5,18,3.5,5,11,7,17,24,23,18,0,9,15,6,16,0,1
526,2,1,44,25,3.5,3,25,3.5,3,12,8,19,14,24,15,0,4,1,6,3,0,1
527,2,0,23,3,3.6,5,3,3.6,5,10,8,27,19,18,24,15,3,15,16,9,8,1
528,2,5,23,28,3.4,1,28,3.4,1,12,10,17,18,23,25,0,2,7,9,11,0,1
529,2,5,35,4,3.7,4,4,3.7,4,13,9,15,21,25,27,17,8,4,6,2,13,1
530,2,1,25,10,3.7,4,10,3.7,4,13,7,19,22,18,21,14,11,12,17,1,16,1
531,2,2,28,16,3.7,4,16,3.7,4,10,13,21,15,16,17,19,14,5,13,6,9,1
532,2,0,57,26,3.4,3,26,3.4,3,9,8,25,21,27,15,0,7,8,2,4,0,1
533,2,3,31,11,3.5,2,11,3.5,2,8,7,15,25,21,20,16,15,2,8,3,4,1
534,2,1,28,29,3.4,4,29,3.4,4,12,11,15,24,14,27,0,8,2,17,16,0,1
535,2,4,43,24,3.3,5,24,3.3,5,13,10,24,16,21,26,0,12,2,8,10,0,1
536,2,2,57,13,3.6,5,13,3.6,5,9,11,23,14,22,26,19,3,6,13,8,14,1
537,2,4,28,11,3.7,5,11,3.7,5,7,11,26,21,27,17,20,14,2,16,1,13,1
538,2,3,54,8,3.7,2,8,3.7,2,12,11,14,24,22,16,21,1,13,11,3,12,1
539,2,4,38,27,3.5,3,27,3.5,3,7,9,17,20,22,19,0,10,11,2,9,0,1
540,2,3,57,7,3.5,1,7,3.5,1,12,9,27,24,15,23,20,1,14,7,8,16,1
541,2,5,33,21,3.4,5,21,3.4,5,12,8,25,18,16,26,0,11,12,16,10,0,1
542,2,1,45,3,3.5,1,3,3.5,1,7,12,27,16,25,22,18,10,14,3,1,2,1
543,2,0,38,12,3.6,3,12,3.6,3,11,12,22,15,17,21,16,15,6,11,16,4,1
544,2,2,64,9,3.7,2,9,3.7,2,8,11,23,26,15,16,19,1,9,5,12,14,1
545,2,3,49,10,3.2,1,10,3.2,1,8,13,16,18,25,26,0,2,14,12,10,0,1
546,2,1,51,8,3.5,3,8,3.5,3,10,9,25,26,24,23,27,2,8,15,4,5,1
547,2,1,23,4,3.6,5,4,3.6,5,7,11,17,24,26,19,27,16,8,7,4,2,1
548,2,5,58,27,3.3,3,27,3.3,3,10,7,27,25,22,19,0,12,14,7,11,0,1
549,2,1,38,25,3.4,6,25,3.4,6,13,9,25,20,22,15,0,17,1,11,9,0,1
550,2,1,56,6,3.7,3,6,3.7,3,12,11,17,26,14,21,25,15,7,2,6,11,1
